tornado_id,county_overlay_method,county_geoid,county_name,overlap_area_m2,estimated_exposed_pop,county_population,county_population_density_km2,county_mobile_home_share,county_median_hh_income,county_unemployment_rate,county_disability_rate,county_age_under18_share,county_age_65plus_share
93,start_point_buffer,40123,Pontotoc,26225.54008912507,0.5395202951878008,38385.0,20.572323519526808,0.1001126860803036,51682.0,0.0490811295383236,0.1575639129516163,0.2389475055360166,0.1651426338413442
94,start_point_buffer,56041,Uinta,713.9903289258694,0.002698040147319976,20374.0,3.778818897139575,0.2213286328081965,72458.0,0.0445734527206533,0.1521922219469903,0.2875233140276823,0.1407676450377932
95,start_point_buffer,40007,Beaver,3887.2806797081703,0.004404651890482276,5326.0,1.1330933507000958,0.1678451804986974,55083.0,0.0400616332819722,0.1349704930515895,0.2611716109650769,0.1918888471648516
96,start_point_buffer,37101,Johnston,26225.540089129125,2.5992424397009852,203308.0,99.11111194916477,0.1609410248146954,61806.0,0.0425967061678621,0.1395036455829215,0.2546825506128632,0.1332952958073464
97,start_point_buffer,37147,Pitt,65.56385022171617,0.00698318497870327,179961.0,106.50968414893805,0.1175253878263036,49337.0,0.0810462372170264,0.1422471041172811,0.2134795872439028,0.1321064008312912
98,start_point_buffer,37101,Johnston,26225.540089129125,2.5992424397009852,203308.0,99.11111194916477,0.1609410248146954,61806.0,0.0425967061678621,0.1395036455829215,0.2546825506128632,0.1332952958073464
99,start_point_buffer,22009,Avoyelles,477.96046812457524,0.00897595262212959,40465.0,18.779696691965963,0.2031786941580756,35530.0,0.0635285350555797,0.2389896020469268,0.2353638947238354,0.1697516372173483
100,corridor_buffer,37123,Montgomery,258605.18781932813,5.5299220912156315,27223.0,21.38364716441441,0.2265447628397864,45147.0,0.0350304020328523,0.1754238582556896,0.2176835763876134,0.205083936377328
101,start_point_buffer,37179,Union,65.56385022171617,0.009432505767738306,235767.0,143.86747782261963,0.0507710758719275,82557.0,0.0467630019965306,0.0945531131158444,0.2685617580068457,0.1262602484656461
102,start_point_buffer,48157,Fort Bend,6556.385022281267,2.323374354275074,790892.0,354.36819930179536,0.0265659012171567,100189.0,0.0560124328174577,0.0725754435780884,0.2747606500002529,0.1110366522862792
103,start_point_buffer,12095,Orange,65.56385022232503,0.03855380443469049,1373784.0,588.0344779014001,0.0361500730804031,61416.0,0.0550706071620091,0.1116877682048947,0.2213630381486463,0.1191672053248545
104,start_point_buffer,12095,Orange,65.56385022232503,0.03855380443469049,1373784.0,588.0344779014001,0.0361500730804031,61416.0,0.0550706071620091,0.1116877682048947,0.2213630381486463,0.1191672053248545
105,corridor_buffer,48029,Bexar,139122.8925581726,85.6988120389512,1978826.0,615.9936043819479,0.0244809517956223,58288.0,0.0574184273187307,0.1445309632951004,0.2553215896698345,0.1209889095857847
105,corridor_buffer,48259,Kendall,116482.75444006175,3.0884011990878113,45491.0,26.513806390773517,0.0493085880640465,98692.0,0.0433135554541305,0.1279820687512483,0.2337825064298432,0.1923237563474094
106,start_point_buffer,20095,Kingman,26225.54008912555,0.08412127843405974,7173.0,3.207609000546026,0.0960437272254034,57304.0,0.0388140161725067,0.1375248367868294,0.2231981040011152,0.2184581067893489
